country_code,country,media_type,tmdb_id,title,original_title,original_language,release_date,genre_ids,genres,popularity,vote_average,vote_count,overview,poster_path,only_abroad
KR,대한민국,movie,315635,스파이더맨: 홈커밍,Spider-Man: Homecoming,en,2017-07-05,"28,12,878","액션, 모험, SF",215.1899,7.332,23507,"토니 스타크의 제안을 받고 시빌 워에 참여한 피터 파커는 다음 임무가 언제일지 설렘을 안고 하루하루를 보낸다. 토니는 MIT 진학 준비에 전념할 것을 권하지만 친절한 이웃에 머무는 것은 피터의 성에 차지 않는다. 한편 어벤져스 군단과 외계 세력의 전투로 생긴 산업폐기물을 처리하던 아드리안 툼즈는 그 일이 토니 스타크와 정부에 넘어가면서 하루아침에 빈털터리가 된다. 이에 앙심을 품은 아드리안은 외계 첨단무기를 훔쳐서 개조하는 빌런이 되고, 그의 존재를 알게 된 피터는 도움을 빌리지 않고 자기가 일을 해결해보려고 한다.",/hjki9weYYVABvkpZbX5jBOmKXXv.jpg,False
KR,대한민국,movie,1311031,극장판 귀멸의 칼날: 무한성편,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,ja,2025-07-18,"16,28,14","애니메이션, 액션, 판타지",156.147,8.645,1669,"혈귀로 변해버린 여동생 네즈코를 인간으로 되돌리기 위해 혈귀를 사냥하는 조직인 《귀살대》에 입대한 카마도 탄지로. 입대 후 동료인 아가츠마 젠이츠, 하시비라 이노스케와 함께 많은 혈귀와 싸우고, 성장하면서 세 사람의 우정과 유대는 깊어진다. 탄지로는 《귀살대》 최고위 검사인 《주》와도 함께 싸웠다. 「무한열차」에서는 염주・렌고쿠 쿄쥬로, 「유곽」에서는 음주・우즈이 텐겐, 「도공 마을」에서는 하주・토키토 무이치로, 연주・칸로지 미츠리와 함께 혈귀를 상대로 격렬한 전투를 벌였다. 그 후 다가올 혈귀와의 결전에 대비해 귀살대원들과 함께 《주》가 주도하는 합동 강화 훈련에 참가해 훈련을 받던 도중 《귀살대》의 본부인 우부야시키 저택에 나타난 키부츠지 무잔. 어르신의 위기에 달려온 《주》들과 탄지로였지만, 무잔의 술수로 의문의 공간으로 떨어지고 말았는데. 탄지로 일행이 떨어진 곳, 그곳은 혈귀의 본거지 《무한성》─ “귀살대”와 “혈귀”의 최종 결전의 포문이 열린다.",/a6wK0b9cIEnpu1og37ZyBah0Bv6.jpg,False
KR,대한민국,movie,1630409,채권추심원,คนเดือดทวงแค้น,th,2026-07-20,"28,53,80","액션, 스릴러, 범죄",139.9791,7.667,66,"감옥에서 출소한 후 죄책감에 시달리던 한 전직 채권 추심원이 불치병과 사투를 벌이며, 사채 피해자들을 위해 복수하기 위해 과거의 세계로 돌아온다.",/2h4ikWt6TddvIAhMdS3WGVXhaRf.jpg,False
KR,대한민국,movie,1510795,"Shake, Rattle & Roll: Evil Origins","Shake, Rattle & Roll: Evil Origins",tl,2026-06-05,27,공포,132.5101,3.0,4,,/3OdniYj4P7XbGb8qe2e16JK0hwO.jpg,False
KR,대한민국,movie,429617,스파이더맨: 파 프롬 홈,Spider-Man: Far From Home,en,2019-06-28,"28,12,878","액션, 모험, SF",122.0066,7.394,17279,"어벤져스 멤버들과 타노스와의 대접전을 마친 뒤, 지난 5년 동안 사라졌던 사람들이 동시에 돌아왔다. 아이언맨이 떠난 채 한동안 지구를 구할 히어로가 공석인 상황을 수습할 히어로는 현재 스파이더맨 피터 파커뿐이다. 친구들과의 유럽 현장학습 도중 닉 퓨리의 부름을 받게 된 피터는 미스테리오라는 정체 모를 히어로와 힘을 합쳐 엘리멘탈이라는 괴생명체를 무찔러야 하는 상황에 처한다. 그런데 피터는 지구를 구하는 일보다 MJ에게 멋지게 고백할 계획이 우선인데...",/3YewJtji80oIroeXUavNRZkeXfQ.jpg,False
KR,대한민국,movie,1668364,당신의 욕망,Deseo,es,2026-05-07,"9648,18","미스터리, 드라마",98.92,6.745,194,"모든 걸 다 가진 것처럼 보이는 여자. 격정적인 로맨스에 휘말리면서 걷잡을 수 없는 파국으로 치닫는다. 이를 계기로 가족을 향한 사랑이 시험대에 오르고, 결국 그녀는 가족을 지키기 위해 자신이 어떤 일까지 할 수 있는지 깨닫게 된다. 완벽해 보이는 삶을 사는 성공한 변호사 루세로. 딸의 젊은 수영 코치와 격정적인 불륜에 빠져든다. 금지된 욕망으로 시작된 관계는 이내 아슬아슬하게 유지해 온 결혼 생활과 커리어를 위협하는 불씨가 된다. 결국 루세로의 세상이 무너지면서 걷잡을 수 없는 파국이 시작되고, 가족을 향한 사랑이 시험대에 오르는데. 이제 루세로는 가족을 지키기 위해 어디까지 갈 수 있는지 자신의 한계를 마주하게 된다.",/iHcyv2w6KBlnCtcpAmgsLpA85ny.jpg,False
KR,대한민국,movie,949838,72시간,72 HOURS,en,2026-07-20,"35,80","코미디, 범죄",85.235,6.778,272,20대 청년들의 단체 채팅방에 실수로 초대된 마흔 살 기업 임원. 커리어를 지키기 위해 마이애미에서 열리는 광란의 총각 파티에 합류한다.,/3CgkGMUnfR2gfuvO2DUnxCOV5Vi.jpg,False
KR,대한민국,movie,278,쇼생크 탈출,The Shawshank Redemption,en,1994-09-23,"18,80","드라마, 범죄",79.645,8.727,30947,"촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데...",/qV9BQZdiM8foEzDz0Ag5hGWE5qM.jpg,False
KR,대한민국,movie,1487861,엘리지의 그림자,Elize: Sombras de uma Mulher,pt,2026-07-22,"53,80,18","스릴러, 범죄, 드라마",70.277,7.4,131,"브라질을 충격에 빠뜨린 엘리지 마쓰나가 사건에서 영감을 받은 작품. 《엘리지의 그림자》는 남편을 살해하고 시신을 훼손한 엘리지의 이야기를 픽션의 시각으로 재구성해, 파란만장한 관계의 내막과 끔찍한 범죄로 이어진 선택을 조명한다.",/rfGsWCzUDVtv9DXW0hTbZeuTA6R.jpg,False
KR,대한민국,movie,324857,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,en,2018-12-06,"16,28,12,878","애니메이션, 액션, 모험, SF",72.6553,8.393,17552,"평범한 10대 마일스 모랄레스는 우연히 방사능 거미에 물려 스파이더맨 능력을 가지게 된다. 혼란스러워하던 마일스는 악당과 싸우고 있는 피터 파커를 마주치게 되고 피터 파커는 마일스가 자신과 같은 능력을 가지고 있음을 직감한다. 여러 개의 평행세계가 존재한다는 것을 알게 된 마일스와 피터 파커는 이후 스파이더우먼 스파이더 그웬, 스파이더맨 누아르, 스파이더햄 등 평행세계 속 공존하는 모든 스파이더맨들을 만나게 되는데... 하나의 유니버스에서 만나 팀을 결성한 스파이더맨들은 과연 세계를 구할 수 있을까?",/d9V6Q9vpVpmaca7vwSUbCajtDb3.jpg,False
KR,대한민국,movie,1007757,뒤바뀐 친구들의 신비한 모험,Swapped,en,2026-05-01,"12,16,10751,14","모험, 애니메이션, 가족, 판타지",63.4762,8.89,2062,갑자기 몸이 뒤바뀌게 된 작은 숲속 생물과 위풍당당한 새. 일생일대의 모험을 헤쳐나가기 위해 어쩔 수 없이 힘을 합친다.,/uv0iRQXDbtWHo1zPk3TZNo4Biti.jpg,False
KR,대한민국,movie,550,파이트 클럽,Fight Club,en,1999-10-15,"18,53","드라마, 스릴러",52.1098,8.437,32546,"자동차 회사의 리콜 심사관으로 일하는 주인공은 일상의 무료함과 공허함 속에서 늘 새로운 탈출을 꿈꾼다. 그는 비행기에서 자신을 비누 제조업자라고 소개하는 타일러 더든을 만난다. 집에 돌아온 주인공은 아파트가 누군가에 의해 폭파되었음을 발견하고, 타일러에게 도움을 청해 함께 생활하게 된다. 어느 날 밤 타일러는 주인공에게 자신을 때려달라고 부탁한다. 사람은 싸워봐야 진정한 자신을 알 수 있다는 것이다. 결국 이들은 매주 토요일 밤 술집 지하에서 맨주먹으로 격투를 벌이는 파이트 클럽을 결성하기에 이르는데...",/eKZ07Ted7VHxQjbuZrRBFOamcKJ.jpg,False
KR,대한민국,movie,122,반지의 제왕: 왕의 귀환,The Lord of the Rings: The Return of the King,en,2003-12-17,"12,14,28","모험, 판타지, 액션",54.0631,8.503,27008,"사우론이 인간들의 마지막 요새인 곤도르를 향해 야욕을 드러내고 있는 한편, 아라곤은 쇠락해가고 있는 곤도르의 재건을 위해 왕위 계승을 신중하게 결정지어야만 하는 상황. 이제 중간대륙의 미래는 그의 어깨에 달려있는 것. 사우론이 이끄는 어둠의 군대와의 마지막 전투를 위해 간달프는 곤도르에 흩어져 있던 병사들을 모으고, 로한의 왕 세오덴에게 도움을 받기도 하지만 사우론의 군대에 비하면 열세를 면치 못한다. 그러나 그들은 중간대륙을 사우론의 야욕으로부터 지키려는 사명감과, 마지막 반지 운반자에게 임무를 끝낼 기회를 주기 위해 어둠의 군대를 향해 돌진하게 되는데...",/n8BPIRqvj1SdTRND828ANXhmSng.jpg,False
KR,대한민국,movie,1318447,정점,Apex,en,2026-04-24,"28,53","액션, 스릴러",48.7424,6.883,1770,"슬픔에 잠긴 채 호주 오지로 모험을 떠난 여성. 홀로 자신의 한계를 밀어붙이던 중 목숨을 노리는 살인마를 맞닥뜨리고, 그가 교활하게 설계한 뒤틀린 게임에 속수무책으로 휘말린다.",/wGHGVAJGTn2BqsuFfPK8lzPiKjH.jpg,False
KR,대한민국,movie,120,반지의 제왕: 반지 원정대,The Lord of the Rings: The Fellowship of the Ring,en,2001-12-18,"12,14,28","모험, 판타지, 액션",46.7788,8.441,28020,"호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...",/r18JdjImbWDRwkbVDIzWoLQqkCo.jpg,False
KR,대한민국,movie,803796,케이팝 데몬 헌터스,KPop Demon Hunters,en,2025-06-20,"14,10402,35,16","판타지, 음악, 코미디, 애니메이션",45.625,8.007,3064,"케이팝 슈퍼스타 루미, 미라, 조이. 매진을 기록하는 대형 스타디움 공연이 없을 때면 이들은 또 다른 활동에 나선다. 바로 비밀 능력을 이용해 팬들을 초자연적 위협으로부터 보호하는 것.",/5fqcLmrgVDicMuGLOa9PKErFP72.jpg,False
KR,대한민국,movie,1184918,와일드 로봇,The Wild Robot,en,2024-09-12,"10751,16,878,12","가족, 애니메이션, SF, 모험",46.488,8.3,6378,"우연한 사고로 거대한 야생에 불시착한 로봇 로즈는 주변 동물들의 행동을 배우며 낯선 환경 속에 적응해 가던 중, 사고로 세상에 홀로 남겨진 아기 기러기 브라이트빌의 보호자가 된다. 로즈는 입력되어 있지 않은 새로운 역할과 관계에 낯선 감정을 마주하고 겨울이 오기 전에 남쪽으로 떠나야 하는 브라이트빌을 위해 동물들의 도움을 받아 이주를 위한 생존 기술을 가르쳐준다. 그러나 선천적으로 몸집이 작은 브라이트빌은 짧은 비행도 힘겨워 하는데...",/iA9NiygwSOBy8FjZjvdYOMxRUG0.jpg,False
KR,대한민국,movie,1265609,워 머신: 전쟁 기계,War Machine,en,2026-02-12,"28,878,53","액션, SF, 스릴러",41.2676,7.44,2232,미 육군 레인저 훈련에서 마지막 혹독한 임무를 받은 전투 공병. 자신이 속한 부대를 이끌고 거대한 외계 살상 병기에 맞서 싸워야 한다.,/cfeIYPthWgq5XFZnx7cbpr7xFTp.jpg,False
KR,대한민국,movie,1297842,고트: 더 레전드,GOAT,en,2026-02-11,"16,35,10751","애니메이션, 코미디, 가족",43.6556,8.112,959,"큰 꿈을 품은 작은 염소 윌은 세계에서 가장 빠르고 사나운 동물들이 지배하는 고강도 혼성 풀컨택트 스포츠 ‘로어볼’의 프로 리그에 합류할 단 한 번의 기회를 얻게 된다. 새 팀의 동료들은 작은 염소가 팀 명단에 오른 것을 탐탁지 않게 여기지만, 윌은 ‘작아도 충분히 해낼 수 있다’는 것을 증명하고 스포츠의 판도를 바꾸겠다는 굳은 결의를 다진다. 이를 위해 그는 지금까지 한 번도 해본 적 없는 도전에 나서야 한다.",/otP94vckeMXAgQxzhcRkZSeSmYv.jpg,False
KR,대한민국,movie,1272837,28년 후: 뼈의 사원,28 Years Later: The Bone Temple,en,2026-01-14,"27,53,878","공포, 스릴러, SF",41.0706,7.105,1557,"분노 바이러스로부터 격리된 섬 홀리아일랜드로 돌아가지 않고 본토에 남기로 한 스파이크, 감염자와 공존하며 살아가는 켈슨 박사, 정체불명 인간 집단의 리더 지미가 얽히고 설키며 벌어지는 이야기",/ubgOSHAEhv1ds8BNHodhCcI13oH.jpg,False
KR,대한민국,movie,496243,기생충,기생충,ko,2019-05-30,"35,53,18","코미디, 스릴러, 드라마",41.3171,8.489,21019,"전원 백수로 살 길 막막하지만 사이는 좋은 기택 가족. 장남 기우에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다. 온 가족의 도움과 기대 속에 박 사장 집으로 향하는 기우. 글로벌 IT기업의 CEO인 박 사장의 저택에 도착하자 젊고 아름다운 사모님 연교와 가정부 문광이 기우를 맞이한다. 큰 문제 없이 박 사장의 딸 다혜의 과외를 시작한 기우. 그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고  있는데.....",/jjHccoFjbqlfr4VGLVLT7yek0Xn.jpg,False
KR,대한민국,movie,121,반지의 제왕: 두 개의 탑,The Lord of the Rings: The Two Towers,en,2002-12-18,"12,14,28","모험, 판타지, 액션",41.9497,8.425,24281,"9명의 반지원정대는 사우론의 세력에 맞서 반지를 지켜냈지만 반지 원정대는 뿔뿔이 흩어지게 된다. 메리와 피핀을 구하기 위해 우르크하이 군대를 추격하던 아라곤과 레골라스, 김리는 유령 숲에서 백색의 마법사로 부활한 마법사 간달프를 만나게 되고 사우론이 암흑세계의 두 개의 탑을 통합하여 점점 그 세력을 넓혀가고 있다는 사실을 듣게 된다. 이에 아라곤과 원정대는 중간계의 선한 무리의 통합을 이뤄 사우론의 세력을 견제해야 하는 큰 임무를 맡게 된다. 하지만 원수지간인 곤도르와 로한으로 나뉜 인간 종족의 통합은 쉽지 않고 게다가 로한의 왕마저 사루만에게 동화되는데...",/zxZdTi3fA7aDxEOivmzZAY2bmTu.jpg,False
KR,대한민국,movie,218,터미네이터,The Terminator,en,1984-10-26,"28,53,878","액션, 스릴러, SF",43.7169,7.686,14876,"1997년, 인간이 만든 인공지능 컴퓨터 전략 방어 네트워크가 스스로의 지능을 갖추고는 인류를 핵전쟁의 참화을 일으켜 30억이라는 인류를 잿더미 속에 묻어버린다. 그리고 남은 인간들은 기계의 지배를 받아 시체를 처리하는 일 등에 동원된다. 이때 비상한 지휘력과 작전으로 인간들을 이끌던 사령관 존 코너는 반기계 연합을 구성, 기계와의 전쟁을 시작하면서 상황은 반전된다. 이에 기계는 존 코너의 탄생 자체를 막기 위해 2029년의 어느 날 타임머신에 터미네이터를 태워서 1984년의 L.A로 보내게 된다.",/y6FmrimVoBBKsERc08VyVP1NyNs.jpg,False
KR,대한민국,movie,1306368,더 립,The Rip,en,2026-01-13,"28,53,80","액션, 스릴러, 범죄",32.454,7.087,1817,"허름한 은닉처에서 수백만 달러의 현금을 발견한 마이애미 경찰. 신뢰에 금이 가기 시작하면서 모든 사람, 모든 것이 의심의 대상이 된다.",/o0d6Us9VWOW0nHhoB7ZNIwigARG.jpg,False
KR,대한민국,movie,129,센과 치히로의 행방불명,千と千尋の神隠し,ja,2001-07-20,"16,10751,14","애니메이션, 가족, 판타지",35.4782,8.534,18643,평범한 열 살 짜리 소녀 치히로 식구는 이사 가던 중 길을 잘못 들어 낡은 터널을 지나가게 된다. 터널 저편엔 폐허가 된 놀이공원이 있었고 그곳엔 이상한 기운이 흘렀다. 인기척 하나 없는 이 마을의 낯선 분위기에 불길한 기운을 느낀 치히로는 부모님에게 돌아가자고 조르지만 부모님은 호기심에 들떠 마을 곳곳을 돌아다니기 시작한다. 어느 음식점에 도착한 치히로의 부모님은 그 곳에 차려진 음식들을 보고 즐거워하며 허겁지겁 먹어대다가 돼지로 변해버린다. 겁에 질려 당황하는 치히로에게 낯선 소년 하쿠가 나타나 빨리 이곳을 나가라고 소리치는데...,/u1L4qxIu5sC2P082uMHYt7Ifvnj.jpg,False
KR,대한민국,movie,244786,위플래쉬,Whiplash,en,2014-10-10,"18,10402,53","드라마, 음악, 스릴러",32.0158,8.4,16880,"최고의 드러머가 되기 위해서라면 무엇이든 할 각오가 되어있는 음악대학 신입생 앤드류는 아무도 없는 지하실에서 혼자 드럼을 연습하던 중 우연한 기회로 누구든지 성공으로 이끄는 최고의 실력자이지만, 또한 동시에 최악의 폭군인 플렛처 교수에게 발탁되어 그의 밴드에 들어가게 된다. 설레는 마음으로 참가한 첫 연습에서, 그는 플렛처 교수의 진짜 얼굴을 마주치게 된다. 폭언과 학대 속에 좌절과 성취를 동시에 안겨주는 플렛처의 지독한 교육방식은 천재가 되길 갈망하는 앤드류의 집착을 끌어내며 그를 점점 광기로 몰아넣는데...",/oKNkhmyIBiDENivK6ELZxfBWa3q.jpg,False
KR,대한민국,movie,37165,트루먼 쇼,The Truman Show,en,1998-06-04,"35,18","코미디, 드라마",31.4401,8.155,20559,"트루먼 버뱅크는 작고 조용한 섬마을에 사는 평범한 세일즈맨이다. 그런 그가 자신의 삶에 대해 의문을 갖기 시작한 것은 평소와 다름없이 평범한 어느 날, 갑자기 하늘에서 촬영용 조명등이 떨어지고, 어렸을 적 자신이 익사를 직접 목격했던 아버지가 살아오고, 또 누군가에 의해 끌려가는 등 상식 밖의 일들이 벌어지고 나서부터였다. 평생을 그다지 신경쓰지 않고 지냈던 일상이었지만 주변을 보니 이상한 일이 너무 많았다. 결국 자신이 특별한 상황에 놓여있다는 확신을 하게된 트루먼은 첫사랑 실비아의 모든 것이 다 거짓라는 말을 되새기며 일상으로부터 탈출을 결심하게 되는데...",/AsUv4pFf1UQuOLKf7nYUXgmgCNf.jpg,False
KR,대한민국,movie,614945,음성메시지가 도착했습니다,Voicemails for Isabelle,en,2026-06-20,"10749,35,18","로맨스, 코미디, 드라마",29.5308,8.362,745,"한 젊은 여성이 세상을 떠난 자매에게 웃기고 솔직한 음성 메시지를 남긴다. 그런데 이 메시지들이 본의 아니게 낯선 사람에게 전달되고, 그는 멀리서 그녀에게 마음을 뺏긴다.",/yOUKcPjv1cdTc2MsmXqqUwsrfOa.jpg,False
KR,대한민국,movie,558449,글래디에이터 II,Gladiator II,en,2024-11-13,"28,12,18","액션, 모험, 드라마",31.3694,6.603,4627,"로마의 영웅이자 최고의 검투사였던 막시무스가 콜로세움에서 죽음을 맞이한 뒤 20여 년이 흐른 후. 쌍둥이 황제 게타와 카라칼라의 폭압 아래 시민을 위한 자유로운 나라 로마의 꿈은 잊힌 지 오래다. 한편 아카시우스 장군이 이끄는 로마군에 대패한 후 모든 것을 잃고 노예로 전락한 루시우스는 강한 권력욕을 지닌 마크리누스의 눈에 띄어 검투사로 발탁된다. 로마를 향한 걷잡을 수 없는 분노, 타고난 투사의 기질로 콜로세움에 입성하게 된 루시우스는 결투를 거듭하며 자신이 진짜 누구인지 알게 되고 마침내 로마의 운명을 건 결전을 준비하게 되는데...!",/aJaKH3wJvdcMyq28vUhHnINWPjI.jpg,False
KR,대한민국,movie,1202033,에놀라 홈즈 3,Enola Holmes 3,en,2026-06-30,"12,80,9648","모험, 범죄, 미스터리",24.8975,6.859,565,결혼식을 위해 몰타로 향하는 에놀라 홈즈. 하지만 셜록의 실종으로 위험한 사건에 휘말리게 되면서 그녀의 결혼 계획은 난관에 부딪힌다.,/zBUJQKxmTGTXGGfsWTB93sk2DV1.jpg,False
KR,대한민국,movie,72190,월드워 Z,World War Z,en,2013-06-19,"28,27,878","액션, 공포, SF",27.4485,6.848,16837,"세계 곳곳에서 원인을 알 수 없는 이변이 일어나기 시작하고, 정체 불명의 존재들의 무차별적 공격으로 도시는 순식간에 아수라장으로 변한다. 군인 출신으로 전시 경험이 풍부하고 위기 대처 능력이 뛰어난 전직 UN 소속 조사관 제리는 위험한 상황에서 가까스로 가족들과 탈출하는데 성공하고 이제껏 본 적 없는 인류 최대의 위기 앞에 대재난에 맞설 최후의 적임자로 지목된다. 마침내 제리는 전 세계를 위협하는 거대한 정체들과 직면하게 되고, 그들의 끊임없는 공격에 맞서 필사의 사투를 벌이게 되는데...",/cnUlKvIXbTmDnyp6pIGIMgdl332.jpg,False
KR,대한민국,movie,545611,에브리씽 에브리웨어 올 앳 원스,Everything Everywhere All at Once,en,2022-03-24,"28,12,878","액션, 모험, SF",27.6322,7.708,8216,"남편과 세탁소를 운영하며 근근히 살아가고 있는 이민자 이블린 왕. 20대 시절 남편과 순수한 사랑을 불태우며 모든 것을 뒤로 하고 미국으로 이민을 떠났지만, 50대가 된 지금은 세탁소 운영 등 온갖 일로 허덕이며 단란했던 가족과도 삐그덕거리는 등 고달프게 살고 있다. 세무조사를 받던 중 자신이 멀티버스의 여러 다른 자신들과 연결되어 있음을 알게 되고, 강력한 악의 기운으로부터 모든 우주와 가족을 구해내기 위한 모험에 나서게 되는데...",/dd29Kt2p2voyP2sB6p3jC36A7ce.jpg,False
KR,대한민국,movie,1509599,கட்டா குஸ்தி 2,கட்டா குஸ்தி 2,ta,2026-07-03,"35,18","코미디, 드라마",26.8719,3.625,4,,/5U8MWIk9XZ60NALyOTpyX7vXIR7.jpg,False
KR,대한민국,movie,1659155,믿는 자들,Los creyentes,es,2026-07-24,"53,18,9648","스릴러, 드라마, 미스터리",26.2699,5.73,63,"한동안 가족과 연을 끊고 살아온 30세 여성 루트(스테파니 마그닌). 석연치 않은 어머니의 사망 소식을 듣고 고향으로 돌아온다. 오랜만에 재회한 아버지 마르틴(호세 코로나도)은 은퇴 후 음침한 음모론에 심취한 나머지 괴팍하고 신경질적인 사람으로 변해 있다. 부녀 사이에 팽팽한 긴장이 감돌고, 아버지는 종잡을 수 없는 행동을 일삼는다. 그러자 루트는 어머니의 죽음에 아버지가 연루된 것은 아닌지 의심하기 시작한다. 살인범과 한 지붕 아래 살고 있는 것은 아닐까?",/pUvs1iFFMDy3sNp5dNmkRak1oxD.jpg,False
KR,대한민국,movie,539972,크레이븐 더 헌터,Kraven the Hunter,en,2024-12-11,"28,12,53","액션, 모험, 스릴러",28.9821,6.427,2427,죽음의 문턱에서 맹수의 초인적인 힘을 얻고 살아 돌아온 크레이븐이 무자비한 복수의 길을 택하며 거침없는 사냥을 펼치는 액션 블록버스터,/gYOhHBHSqb3J0QaZWlKYDbpxY7Y.jpg,False
KR,대한민국,movie,1062722,프랑켄슈타인,Frankenstein,en,2025-10-17,"18,14,27","드라마, 판타지, 공포",29.1392,7.62,3674,과학자 빅터 프랑켄슈타인과 그의 손에서 탄생한 괴물이 펼치는 이야기. 고전이 된 메리 셸리의 소설을 오스카 수상 감독 기예르모 델토로가 영화화했다.,/vSMWJkBTEfa7kFxHizSz4uJNVlf.jpg,False
KR,대한민국,movie,345940,메가로돈,The Meg,en,2018-08-09,"28,878,27","액션, SF, 공포",25.535,6.252,8291,"국제 해저 관측 프로그램으로 일환으로 심해를 탐사 중인 해저 탐험대는 정체 모를 거대 생물에게 공격을 당한다. 긴급 투입된 심해 구조 전문가 조나스(제이슨 스타뎀)는 그것이 200만년 전 멸종된 것으로 알려진 ‘메가로돈’임을 주장한다. 아무도 믿으려 하지 않지만, 조나스는 역사상 가장 위대하고 가장 거대한 포식자와 두 번째로 마주하는 것인데…",/nJW6nWxQh9vq9RHayZFzuRF9ybj.jpg,False
KR,대한민국,movie,1100988,28년 후,28 Years Later,en,2025-06-18,"27,53,878","공포, 스릴러, SF",27.2853,6.606,2767,"28년 전 생물학 무기 연구소에서 세상을 재앙으로 몰아넣은 바이러스가 유출된 후, 일부 생존자들이 모여 철저히 격리된 채 살아가는 섬 홀리 아일랜드. 이곳에서 태어나 한 번도 섬 밖을 나가 본 적 없는 소년 스파이크는 어느 날 섬을 떠나 본토에 발을 들이게 되고 난생처음 바이러스에 잠식된 세상을 마주하게 된다. 변이된 바이러스는 10,228일의 시간 동안 감염자들을 더욱 충격적으로 진화시켰고 스파이크는 그 실체를 목격하며 극강의 공포에 휩싸이게 되는데...",/zRo90O0bTKJem1aDgVa6Sm0gthE.jpg,False
KR,대한민국,movie,49521,맨 오브 스틸,Man of Steel,en,2013-06-12,"28,12,878","액션, 모험, SF",25.234,6.7,16420,"무리한 자원 채취로 크립톤 행성의 종말이 다가오자 조드 장군은 반란을 일으켜 자신들만의 왕국을 건설하려 한다. 이에 반대한 조엘은 크립톤인의 유전자 정보가 담긴 코덱스를 빼돌려 이를 갓 태어난 자신의 아들 칼엘과 함께 지구로 보내고, 반란에 실패한 조드 장군은 감옥에 갇힌다. 지구에 도착한 칼엘은 뒤늦게 자신의 정체를 알아내지만 감옥에서 탈출한 조드 장군의 공격을 받는다. 조드 장군은 코덱스를 되찾아 지구에 새로운 왕국을 건설하려 하고클라크 켄트는 자신을 그토록 괴롭혔던 지구인을 지키기 위해 조드 장군과 전면 승부를 벌인다.",/8Qx9fp2lZJU4v67jks6MmOMBCQg.jpg,False
KR,대한민국,movie,546554,나이브스 아웃,Knives Out,en,2019-11-27,"35,80,9648","코미디, 범죄, 미스터리",25.5163,7.84,14262,"미스터리 소설의 대가인 작가 할란이 자신의 85살 생일에 자신의 방에서 날카로운 단검으로 목이 그인 채 발견된다. 외딴 저택에 모인 할란의 간병인과 자식 내외, 그리고 3세들은 유산 상속을 놓고 대거 혼란에 빠진다. 파견된 형사들은 가족과의 면담을 할 수록 자살로 의견이 모이지만, 면담 중 멀찍이 떨어져 상황을 전망하는 푸른 눈의 사내는 형사들마저 압도하며 심문을 주도해나간다. 남자의 이름은 바로 브누아 블랑. 챔피언 사건을 해결해서 이름이 높아진 유명한 사립탐정이다.",/7brBiaaH1sToGV1YBi5EIUnyjo0.jpg,False
KR,대한민국,movie,1396749,와일드 씽,와일드 씽,ko,2026-06-03,"35,10402","코미디, 음악",25.9935,5.941,17,"한때 가요계를 휩쓸었지만 예기치 못한 사건에 휘말려 하루아침에 해체된 3인조 혼성 댄스 그룹 트라이앵글. 20년 만에 리더 현우에게 재기의 발판이 될 트라이앵글 공연 제안이 들어오고, 인생의 마지막 기회를 잡기 위해 멤버들을 찾아 나선다. 생계형 방송인이 된 현우, 재벌가 며느리가 된 도미, 솔로 앨범으로 빚더미에 앉은 상구까지 세 사람은 다시 모여 공연장으로 향하지만, 과거 트라이앵글의 라이벌 발라드 왕자 성곤과 악연으로 얽힌 전소속사 박대표까지 나타나며 상황은 점점 걷잡을 수 없이 꼬여가는데…",/s4IUDzLZJb4CosgEXcmouY32Jfg.jpg,False
